chapter Number,Chapter Name,Total Verses,Verse Number,Sanskrit,English Translation,Explanation,youtubeLink,Image url
1,Arjuna Vishada Yoga,47,45,अहो बत महत्पापं कर्तुं व्यवसिता वयम् | यद्राज्यसुखलोभेन हन्तुं स्वजनमुद्यताः || 45 ||,Aho Bata Mahatpāpaṁ Kartuṁ Vyavasitā Vayam | Yad Rājyasukhalobhena Hantuṁ Swajanamudyatāh || 45 ||,Arjuna is distressed by the realization that their pursuit of power and pleasure is leading them to commit the grievous sin of killing their own family members.,https://youtu.be/zZcaMEfTZ9k?si=vP7GrP7rkUqXZViT,https://drive.google.com/file/d/1HahM3n8f4myK6qB5XTe06wx37FIWGK16/view?usp=drive_link
1,Arjuna Vishada Yoga,47,46,यदि मामप्रतीकारमशस्त्रं शस्त्रपाणयः | धार्तराष्ट्रा रणे हन्युः तन्मे क्षेमतरं भवेत् || 46 ||,Yadi Mām Apratīkāram Aśhastraṁ Śhastrapāṇayah | Dhārtarāṣhṭrā Raṇe Hanyuḥ Tanme Kṣhemataraṁ Bhavet || 46 ||,Arjuna expresses that he would prefer to be killed unresisting and unarmed by the Kauravas rather than engage in the battle that would lead to the destruction of his family.,https://youtu.be/4XYCNEUBr5w?si=8hvz5fS6oQfHNgPR,https://drive.google.com/file/d/1HahM3n8f4myK6qB5XTe06wx37FIWGK16/view?usp=drive_link
1,Arjuna Vishada Yoga,47,47,सञ्जय उवाच | एवमुक्त्वार्जुनः सङ्ख्ये रथोपस्थ उपाविशत् | विसृज्य सशरं चापं शोकसंविग्नमानसः || 47 ||,Sanjaya Uvācha: Evamuktvā’rjunaḥ Saṅkhye Rathopastha Upāviśhat | Visṛijya Sa-śharaṁ Chāpaṁ Śhoka-saṁvigna-mānasaḥ || 47 ||,"Sanjaya concludes the chapter by narrating that Arjuna, overcome by sorrow and confusion, discards his weapons and sits down in his chariot, deeply troubled and unable to fight.",https://youtu.be/4XYCNEUBr5w?si=8hvz5fS6oQfHNgPR,https://drive.google.com/file/d/1HahM3n8f4myK6qB5XTe06wx37FIWGK16/view?usp=drive_link
2,Samkhya Yoga,72,1,सञ्जय उवाच | तं तथा कृपयाविष्टमश्रुपूर्णाकुलेक्षणम् | विषीदन्तमिदं वाक्यमुवाच मधुसूदनः || 1 ||,sangrāme samare yodhā tava vikrama kopitaḥ nāsmin maraṇaṁ gatvā vyavasthitāś charati,"Arjuna is overwhelmed by grief and compassion at the thought of fighting against his own relatives, teachers, and friends in the battle. Sanjaya, who is narrating the events to King Dhritarashtra, describes Arjuna’s emotional state before Krishna begins his teachings.",https://youtu.be/Mtarx34Yoy4?si=Oro7WRwrN_NoaZMD,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,2,श्रीभगवानुवाच | कुतस्त्वा कश्मलमिदं विषमे समुपस्थितम् | अनार्यजुष्टमस्वर्ग्यमकीर्तिकरमर्जुन || 2 ||,śrī-bhagavān uvāca | kutas tvā kaśmalam idaṃ viṣame samupasthitam | anārya-juṣṭam asvargyam akīrti-karam arjuna || 2 ||,"Krishna gently reprimands Arjuna for his uncharacteristic display of weakness and confusion. He emphasizes that such behavior is not suitable for a warrior of Arjuna’s stature, and it will neither lead to spiritual progress nor earn him any respect.",https://youtu.be/9jsbyLKd3Tk?si=KTsyAR2PZDhTgtA1,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,3,क्लैब्यं मा स्म गमः पार्थ नैतत्त्वय्युपपद्यते | क्षुद्रं हृदयदौर्बल्यं त्यक्त्वोत्तिष्ठ परन्तप || 3 ||,klaibyaṃ mā sma gamaḥ pārtha naitat tvayy upapadyate | kṣudraṃ hṛdaya-daurbalyaṃ tyaktvottiṣṭha parantapa || 3 ||,Krishna encourages Arjuna to abandon his weakness and rise to the occasion. He reminds Arjuna of his duty as a Kshatriya (warrior class) and urges him to overcome his doubts and fears.,https://youtu.be/Y9fPHNHuwMQ?si=fTn3fA3pZ5wmWHrP,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,4,अर्जुन उवाच | कथं भीष्ममहं सङ्ख्ये द्रोणं च मधुसूदन | इषुभिः प्रतियोत्स्यामि पूजार्हावरिसूदन || 4 ||,arjuna uvāca | kathaṃ bhīṣmam ahaṃ saṅkhye droṇaṃ ca madhusūdana | iṣubhiḥ pratiyotsyāmi pūjārhāv arisūdana || 4 ||,"Arjuna expresses his inner conflict and reluctance to fight against revered figures like Bhishma and Drona, who have been his teachers and elders. He is torn between his duty as a warrior and his respect for these great men.",https://youtu.be/vyRBwnx6_1A?si=A7EGckXbvPZLiJyK,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,5,गुरूनहत्वा हि महानुभावान् श्रेयो भोक्तुं भैक्ष्यमपीह लोके | हत्वार्थकामांस्तु गुरूनिहैव भुञ्जीय भोगान्रुधिरप्रदिग्धान् || 5 ||,gurūn ahatvā hi mahānubhāvān śreyo bhoktuṃ bhaikṣyam apīha loke | hatvārtha-kāmāṃs tu gurūn ihaiva bhuñjīya bhogān rudhira-pradigdhān || 5 ||,"Arjuna further laments that killing his elders and teachers, even for the sake of a kingdom, would result in a life of sorrow and guilt. He feels that it would be better to live a humble life rather than one filled with wealth and power gained through such sinful actions.",https://youtu.be/uTLs_9JgCz0?si=FpVktZsjffKxrJ4J,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,6,न चैतद्विद्मः कतरन्नो गरीयो यद्वा जयेम यदि वा नो जयेयुः | यानेव हत्वा न जिजीविषामः तेऽवस्थिताः प्रमुखे धार्तराष्ट्राः || 6 ||,na caitad vidmaḥ kataran no garīyo yad vā jayema yadi vā no jayeyuḥ | yān eva hatvā na jijīviṣāmas te 'vasthitāḥ pramukhe dhārtarāṣṭrāḥ || 6 ||,Arjuna is so disheartened that he cannot even decide whether it is better to fight and win or to lose. The thought of killing his own relatives and friends makes him question the purpose of the battle altogether.,https://youtu.be/ca3-Fk_wqBk?si=FNnipcA3oOy6vN76,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,7,कार्पण्यदोषोपहतस्वभावः पृच्छामि त्वां धर्मसम्मूढचेताः | यच्छ्रेयः स्यान्निश्चितं ब्रूहि तन्मे शिष्यस्तेऽहं शाधि मां त्वां प्रपन्नम् || 7 ||,kārpaṇya-doṣopahata-svabhāvaḥ pṛcchāmi tvāṃ dharma-sammūḍha-cetāḥ | yac chreyaḥ syān niścitaṃ brūhi tan me śiṣyas te 'haṃ śādhi māṃ tvāṃ prapannam || 7 ||,"Realizing his inner turmoil, Arjuna surrenders to Krishna and asks for guidance. He acknowledges his confusion and seeks Krishna’s wisdom to help him understand what is right and what he should do.",https://youtu.be/FYoBfefSzTY?si=OGKXqOeMS_LsQiBv,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,8,न हि प्रपश्यामि ममापनुद्याद् यच्छोकमुच्छोषणमिन्द्रियाणाम् | अवाप्य भूमावसपत्नमृद्धं राज्यं सुराणामपि चाधिपत्यम् || 8 ||,na hi prapaśyāmi mamāpanudyād yac chokam ucchoṣaṇam indriyāṇām | avāpya bhūmāv asapatnam ṛddhaṃ rājyaṃ surāṇām api cādhipatyam || 8 ||,"Arjuna expresses that even if he were to win the battle and gain the entire earth or even the dominion of the gods, it would not remove his deep sorrow and distress. He is overwhelmed by his emotions and is unable to see any positive outcome.",https://youtu.be/Yra6in10xng?si=ReOsaWshRUqnJYWf,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,9,सञ्जय उवाच | एवमुक्त्वा हृषीकेशं गुडाकेशः परन्तपः | न योत्स्य इति गोविन्दमुक्त्वा तूष्णीं बभूव ह || 9 ||,sañjaya uvāca | evam uktvā hṛṣīkeśaṃ guḍākeśaḥ parantapaḥ | na yotsya iti govindam uktvā tūṣṇīṃ babhūva ha || 9 ||,"After expressing his despair and confusion, Arjuna declares that he will not fight and falls silent, leaving the situation to Krishna, who now has to respond to Arjuna's crisis of conscience.",https://youtu.be/YHiTUQufMsI?si=sRUH9XqVtdCl_sQy,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,10,तमुवाच हृषीकेशः प्रहसन्निव भारत | सेनयोरुभयोर्मध्ये विषीदन्तमिदं वचः || 10 ||,tam uvāca hṛṣīkeśaḥ prahasan niva bhārata | senayor ubhayor madhye viṣīdantam idaṃ vacaḥ || 10 ||,"Krishna, smiling in a comforting manner, begins to address Arjuna's doubts and concerns, signaling the start of the profound teachings that follow. Krishna’s smile indicates his understanding of Arjuna’s inner turmoil and his readiness to guide him.",https://youtu.be/XPBHgRMC3Pc?si=ZE9g9PfU4Co2hH-M,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,11,श्रीभगवानुवाच | अशोच्यानन्वशोचस्त्वं प्रज्ञावादांश्च भाषसे | गतासूनगतासूंश्च नानुशोचन्ति पण्डिताः || 11 ||,śrī-bhagavān uvāca | aśocyān anvaśocas tvaṃ prajñā-vādāṃś ca bhāṣase | gatāsūn agatāsūṃś ca nānuśocanti paṇḍitāḥ || 11 ||,"Krishna begins his discourse by telling Arjuna that his sorrow is misplaced. True wisdom lies in understanding that the soul is eternal and not affected by the death of the body. Therefore, lamenting over the physical destruction of the body is unnecessary.",https://youtu.be/vNAuBUjNNZQ?si=wULmaADlJEgaanRk,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,12,न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः | न चैव न भविष्यामः सर्वे वयमतः परम् || 12 ||,na tvevāhaṃ jātu nāsaṃ na tvaṃ neme janādhipāḥ | na caiva na bhaviṣyāmaḥ sarve vayam ataḥ param || 12 ||,"Krishna explains the eternal nature of the soul. He tells Arjuna that the soul is never born and never dies. It has always existed and will continue to exist forever, regardless of the physical body.",https://youtu.be/PJJp-2da_uY?si=RVD_DjQsMXQFRmCs,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,13,देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा | तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति || 13 ||,dehino 'smin yathā dehe kaumāraṃ yauvanaṃ jarā | tathā dehāntara-prāptir dhīras tatra na muhyati || 13 ||,Krishna explains the process of the soul's journey through different stages of life and into another body after death. Understanding this natural transition helps one remain unaffected by the concept of death.,https://youtu.be/vQESxmHoMxI?si=w14qXi_CFf2ClW8B,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,14,मात्रास्पर्शास्तु कौन्तेय शीतोष्णसुखदुःखदाः | आगमापायिनोऽनित्यास्तांस्तितिक्षस्व भारत || 14 ||,mātrā-sparśās tu kaunteya śītoṣṇa-sukha-duḥkha-dāḥ | āgamāpāyino 'nityās tāṃs titikṣasva bhārata || 14 ||,"Krishna advises Arjuna to endure the dualities of life, such as pleasure and pain, as they are temporary and inevitable. These experiences are due to the interactions of the senses with the external world, and a wise person remains steady through them.",https://youtu.be/dZ5zjP_vpB0?si=IVwR1IUCmgY67np_,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,15,यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ | समदुःखसुखं धीरं सोऽमृतत्वाय कल्पते || 15 ||,yaṃ hi na vyathayanty ete puruṣaṃ puruṣarṣabha | sama-duḥkha-sukhaṃ dhīraṃ so 'mṛtatvāya kalpate || 15 ||,"Krishna emphasizes that one who remains undisturbed by the dualities of life, such as happiness and sorrow, and maintains equanimity, is fit for attaining spiritual liberation (moksha).",https://youtu.be/wkvnxIQTJ0A?si=vBzyEu3C1BjoqEh8,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,16,नासतो विद्यते भावो नाभावो विद्यते सतः | उभयोरपि दृष्टोऽन्तस्त्वनयोस्तत्त्वदर्शिभिः || 16 ||,nāsato vidyate bhāvo nābhāvo vidyate sataḥ | ubhayor api dṛṣṭo 'ntas tv anayos tattva-darśibhiḥ || 16 ||,"Krishna explains that the physical body is temporary and perishable, whereas the soul is eternal and indestructible. The wise understand this distinction and do not get attached to the transient body.",https://youtu.be/fynRe8fnCyo?si=yhXl3LfclT99g1SY,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,17,अविनाशि तु तद्विद्धि येन सर्वमिदं ततम् | विनाशमव्ययस्यास्य न कश्चित्कर्तुमर्हति || 17 ||,avināśi tu tad viddhi yena sarvam idaṃ tatam | vināśam avyayasyāsya na kaścit kartum arhati || 17 ||,"Krishna tells Arjuna that the soul, which pervades the entire body, is eternal and cannot be destroyed. The body may perish, but the soul remains intact, unaffected by physical destruction",https://youtu.be/9gi4695l034?si=hrZk7KRsEo7sBEMj,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
2,Samkhya Yoga,72,18,अन्तवन्त इमे देहा नित्यस्योक्ताः शरीरिणः | अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत || 18 ||,antavanta ime dehā nityasyoktāḥ śarīriṇaḥ | anāśino 'prameyasya tasmād yudhyasva bhārata || 18 ||,"Krishna urges Arjuna to fulfill his duty as a warrior, reminding him that the physical body is temporary and perishable, but the soul is eternal and cannot be destroyed.",https://youtu.be/9gi4695l034?si=EmTXqzEhNQShHh_n,https://drive.google.com/file/d/1kg0HcsLK_dwR4koko5ltEKYlEm3Zlg2o/view?usp=drive_link
